"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/24/2021","GglPay BLUE BOTTLE CPalo Alto CA","GglPay BLUE BOTTLE CPalo Alto           CA","22.75","debit","Coffee Shops","Blue from American Express","",""
"9/23/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.25","debit","Restaurants","Blue from American Express","",""
"9/23/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","25.39","debit","Restaurants","Blue from American Express","",""
"9/19/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"9/18/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","41.78","debit","Restaurants","Blue from American Express","",""
"9/17/2021","DOORDASH*SHANA THAI SAN FRANCISCO CA","DOORDASH*SHANA THAI SAN FRANCISCO       CA","90.36","debit","Restaurants","Blue from American Express","",""
"9/16/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","2.59","debit","Coffee Shops","Blue from American Express","",""
"9/16/2021","Indo Restaurant & Lounge","INDO RESTAURANT & LOPalo Alto           CA","1610.75","debit","Restaurants","Blue from American Express","",""
"9/14/2021","ROOTS CAFE","ROOTS CAFE","10.43","debit","Restaurants","CREDIT CARD","",""
"9/14/2021","ROOTS CAFE","ROOTS CAFE","4.99","debit","Restaurants","CREDIT CARD","",""
"9/13/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"9/12/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","88.46","debit","Restaurants","Blue from American Express","",""
"9/11/2021","AQUI CUPERTINO 02177CUPERTINO CA","AQUI CUPERTINO 02177CUPERTINO           CA","39.03","debit","Restaurants","Blue from American Express","",""
"9/10/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","10.67","debit","Coffee Shops","Blue from American Express","",""
"9/10/2021","GglPay TST* ZAREEN'SPALO ALTO CA","GglPay TST* ZAREEN'SPALO ALTO           CA","39.08","debit","Restaurants","Blue from American Express","",""
"9/08/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.25","debit","Restaurants","Blue from American Express","",""
"9/08/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","13.51","debit","Restaurants","Blue from American Express","",""
"9/08/2021","World Wrapps","WORLD WRAPPS- STANFOPALO ALTO           CA","10.85","debit","Restaurants","Blue from American Express","",""
"9/05/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"9/05/2021","TAMALES","TAMALES","12.31","debit","Restaurants","CREDIT CARD","",""
"9/04/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","54.15","debit","Restaurants","Blue from American Express","",""
"9/03/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.75","debit","Restaurants","Blue from American Express","",""
"9/01/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.15","debit","Coffee Shops","Blue from American Express","",""
"9/01/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","53.79","debit","Restaurants","Blue from American Express","",""
"9/01/2021","MOGE TEE","MOGE TEE","12.40","debit","Restaurants","CREDIT CARD","",""
"8/30/2021","Acton Coffee House","ACTON COFFEE HOUSE","5.22","debit","Fast Food","CREDIT CARD","",""
"8/29/2021","Starbucks","GglPay Starbucks C6 East Boston         MA","10.86","debit","Coffee Shops","Blue from American Express","",""
"8/29/2021","Bun Mee","GglPay BUN MEE 65000SAN FRANCISCO       CA","41.98","debit","Restaurants","Blue from American Express","",""
"8/28/2021","GglPay AMHERST COFFEAmherst MA","GglPay AMHERST COFFEAmherst             MA","5.54","debit","Coffee Shops","Blue from American Express","",""
"8/28/2021","Shanghai Gourmet Amherst MA","Shanghai Gourmet    Amherst             MA","56.78","debit","Restaurants","Blue from American Express","",""
"8/27/2021","CAFE BONJOUR Boston MA","CAFE BONJOUR        Boston              MA","98.58","debit","Restaurants","Blue from American Express - Supplementary account","",""
"8/27/2021","GglPay TRADESMAN / FBOSTON MA","GglPay TRADESMAN / FBOSTON              MA","5.08","debit","Fast Food","Blue from American Express","",""
"8/27/2021","1001 CAFFE NERO MILLBOSTON MA","1001 CAFFE NERO MILLBOSTON              MA","8.29","debit","Restaurants","Blue from American Express","",""
"8/27/2021","GglPay PAR*LIFE ALIVCAMBRIDGE MA","GglPay PAR*LIFE ALIVCAMBRIDGE           MA","39.37","debit","Restaurants","Blue from American Express","",""
"8/26/2021","Starbucks","GglPay STARBUCKS STOTRUMBULL            CT","11.16","debit","Coffee Shops","Blue from American Express","",""
"8/26/2021","Trattoria 632","TRATTORIA 632       PURCHASE            NY","61.28","debit","Restaurants","Blue from American Express","",""
"8/26/2021","Starbucks","GglPay STARBUCKS STOTRUMBULL            CT","4.78","debit","Coffee Shops","Blue from American Express","",""
"8/25/2021","GglPay 810 DELI NEW YORK NY","GglPay 810 DELI     NEW YORK            NY","11.21","debit","Restaurants","Blue from American Express","",""
"8/25/2021","Syosset Wine Cellar","SYOSSET WINE CELLAR SYOSSET             NY","19.54","debit","Alcohol & Bars","Blue from American Express","",""
"8/25/2021","GglPay TST*GREGORYS NEW YORK NY","GglPay TST*GREGORYS NEW YORK            NY","6.23","debit","Coffee Shops","Blue from American Express","",""
"8/25/2021","GglPay PEAK RESTAURNEW YORK NY","GglPay PEAK  RESTAURNEW YORK            NY","32.66","debit","Restaurants","Blue from American Express","",""
"8/25/2021","Friedman's","TST* FRIEDMAN S - HENEW YORK            NY","107.85","debit","Restaurants","Blue from American Express","",""
"8/25/2021","Shake Shack","GglPay SHAKE SHACK  New York            NY","47.24","debit","Fast Food","Blue from American Express","",""
"8/24/2021","Blue Ribbon Sushi Bar & Grill","BLUE RIBBON SUSHI 65NEW YORK            NY","171.61","debit","Restaurants","Blue from American Express","",""
"8/24/2021","NITTI S NEW YORK NY","NITTI S             NEW YORK            NY","95.39","debit","Restaurants","Blue from American Express","",""
"8/24/2021","New York City NY","GglPay HUDSON ST216 NEW YORK CITY       NY","12.35","debit","Restaurants","Blue from American Express","",""
"8/23/2021","Federal Donuts","FEDERAL DONUTS WEST Philadelphia        PA","16.40","debit","Restaurants","Blue from American Express - Supplementary account","",""
"8/23/2021","Starbucks","GglPay STARBUCKS STOLAUREL              MD","6.52","debit","Coffee Shops","Blue from American Express","",""
"8/23/2021","PITANGO QUATTRO INC","SQ *PITANGO QUATTRO INC","15.86","debit","Restaurants","CREDIT CARD","",""
"8/23/2021","PITANGO QUATTRO INC","SQ *PITANGO QUATTRO INC","26.56","debit","Restaurants","CREDIT CARD","",""
"8/22/2021","GglPay PITANGO QUATTWashington DC","GglPay PITANGO QUATTWashington          DC","41.96","debit","Alcohol & Bars","Blue from American Express","",""
"8/22/2021","GglPay SKINNY LABS ISAN FRANCISCO CA","GglPay SKINNY LABS ISAN FRANCISCO       CA","5.41","debit","Restaurants","Blue from American Express","",""
"8/22/2021","GglPay PITANGO SEI LWashington DC","GglPay PITANGO SEI LWashington          DC","8.86","debit","Restaurants","Blue from American Express","",""
"8/22/2021","GglPay SKINNY LABS ISAN FRANCISCO CA","GglPay SKINNY LABS ISAN FRANCISCO       CA","4.97","debit","Restaurants","Blue from American Express","",""
"8/22/2021","GglPay PITANGO QUATTWashington DC","GglPay PITANGO QUATTWashington          DC","5.06","debit","Fast Food","Blue from American Express","",""
"8/21/2021","TST* GOLDILOCKS FILISAN FRANCISCO CA","TST* GOLDILOCKS FILISAN FRANCISCO       CA","15.68","debit","Restaurants","Blue from American Express - Supplementary account","",""
"8/21/2021","LE DIPLOMATE WASHINGTON DC","LE DIPLOMATE        WASHINGTON          DC","104.10","debit","Restaurants","Blue from American Express","",""
"8/21/2021","GglPay Charlotte 207Charlotte NC","GglPay Charlotte 207Charlotte           NC","9.62","debit","Restaurants","Blue from American Express","",""
"8/20/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"8/20/2021","GglPay MEDITERRANEANPALO ALTO CA","GglPay MEDITERRANEANPALO ALTO           CA","13.36","debit","Restaurants","Blue from American Express","",""
"8/20/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","32.32","debit","Restaurants","Blue from American Express","",""
"8/20/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","11.75","debit","Coffee Shops","CREDIT CARD","",""
"8/20/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.11","debit","Coffee Shops","CREDIT CARD","",""
"8/19/2021","Slice","SLICE*TASTYPIZZAINDINEW YORK CITY       NY","51.41","debit","Restaurants","Blue from American Express","",""
"8/18/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.39","debit","Coffee Shops","Blue from American Express","",""
"8/18/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","6.60","debit","Coffee Shops","CREDIT CARD","",""
"8/18/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.99","debit","Coffee Shops","CREDIT CARD","",""
"8/17/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","20.46","debit","Restaurants","Blue from American Express","",""
"8/16/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","4.65","debit","Coffee Shops","CREDIT CARD","",""
"8/16/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.50","debit","Coffee Shops","CREDIT CARD","",""
"8/15/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","37.75","debit","Restaurants","Blue from American Express","",""
"8/13/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","130.29","debit","Restaurants","Blue from American Express","",""
"8/13/2021","Backyard Brew","GglPay BACKYARD BREWPalo Alto           CA","11.50","debit","Alcohol & Bars","Blue from American Express","",""
"8/13/2021","SLAPFISH","SLAPFISH","20.76","debit","Restaurants","CREDIT CARD","",""
"8/12/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","76.55","debit","Restaurants","Blue from American Express","",""
"8/12/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"8/12/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","17.55","debit","Coffee Shops","CREDIT CARD","",""
"8/12/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","2.63","debit","Coffee Shops","CREDIT CARD","",""
"8/11/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","5.50","debit","Restaurants","Blue from American Express","",""
"8/11/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","13.39","debit","Restaurants","Blue from American Express","",""
"8/10/2021","CREPEVINE ","CREPEVINE (PALO ALTO)","50.97","debit","Restaurants","CREDIT CARD","",""
"8/09/2021","Cold Stone Creamery","SQ *COLD STONE CREAMERY","17.15","debit","Restaurants","CREDIT CARD","",""
"8/08/2021","CKE*SWEET PEA'S CAFELOS GATOS CA","CKE*SWEET PEA'S CAFELOS GATOS           CA","8.73","debit","Restaurants","Blue from American Express - Supplementary account","",""
"8/08/2021","GglPay CKE*SWEET PEALOS GATOS CA","GglPay CKE*SWEET PEALOS GATOS           CA","41.04","debit","Restaurants","Blue from American Express","",""
"8/08/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","55.37","debit","Restaurants","Blue from American Express","",""
"8/08/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","1.82","debit","Coffee Shops","CREDIT CARD","",""
"8/08/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","12.15","debit","Coffee Shops","CREDIT CARD","",""
"8/06/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","12.80","debit","Coffee Shops","Blue from American Express","",""
"8/06/2021","DOORDASH*DISH N DASHSAN FRANCISCO CA","DOORDASH*DISH N DASHSAN FRANCISCO       CA","79.63","debit","Restaurants","Blue from American Express","",""
"8/06/2021","DOORDASH*WHITE ELEPHAN","DOORDASH*WHITE ELEPHAN","141.66","debit","Restaurants","CREDIT CARD","",""
"8/01/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","3.28","debit","Restaurants","Blue from American Express","",""
"8/01/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","46.37","debit","Restaurants","Blue from American Express","",""
"8/01/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","11.15","debit","Coffee Shops","CREDIT CARD","",""
"7/31/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"7/30/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","13.39","debit","Restaurants","Blue from American Express","",""
"7/30/2021","Veggie Grill","VEGGIE GRILL GTE 000SAN JOSE            CA","13.00","debit","Fast Food","Blue from American Express - Supplementary account","",""
"7/30/2021","Poke Bar","POKE BAR            SAN JOSE            CA","27.59","debit","Restaurants","Blue from American Express - Supplementary account","",""
"7/29/2021","DALE I BARR OD","DALE I BARR OD","70.00","debit","Restaurants","CREDIT CARD","",""
"7/29/2021","DOORDASH*LULUBOWLS (HA","DOORDASH*LULUBOWLS (HA","75.76","debit","Restaurants","CREDIT CARD","",""
"7/29/2021","GglPay THE PORT OF PPALO ALTO CA","GglPay THE PORT OF PPALO ALTO           CA","11.95","debit","Restaurants","Blue from American Express","",""
"7/26/2021","TPUMPS SAN JOSE","SQ *TPUMPS SAN JOSE","4.00","debit","Coffee Shops","CREDIT CARD","",""
"7/25/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","80.71","debit","Restaurants","Blue from American Express","",""
"7/25/2021","DOORDASH*THAI SPICE","DOORDASH*THAI SPICE","106.08","debit","Restaurants","CREDIT CARD","",""
"7/22/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","9.20","debit","Coffee Shops","Blue from American Express","",""
"7/22/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","5.13","debit","Coffee Shops","Blue from American Express","",""
"7/20/2021","EXPONENT MEMBER NEWARK DE","EXPONENT MEMBER     NEWARK              DE","199.00","debit","Restaurants","Blue from American Express - Supplementary account","",""
"7/18/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"7/18/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","50.09","debit","Restaurants","Blue from American Express","",""
"7/18/2021","DOORDASH*CHAAT BHAVAN","DOORDASH*CHAAT BHAVAN","90.64","debit","Restaurants","CREDIT CARD","",""
"7/18/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","4.65","debit","Coffee Shops","CREDIT CARD","",""
"7/16/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.25","debit","Restaurants","Blue from American Express","",""
"7/16/2021","DOORDASH*WHITE ELEPHAN","DOORDASH*WHITE ELEPHAN","68.54","debit","Restaurants","CREDIT CARD","",""
"7/15/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","55.32","debit","Restaurants","Blue from American Express","",""
"7/15/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","13.39","debit","Restaurants","Blue from American Express","",""
"7/15/2021","PX* IKES - SAN JOSE (","PX* IKES - SAN JOSE (","14.16","debit","Restaurants","CREDIT CARD","",""
"7/12/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","1.05","debit","Coffee Shops","CREDIT CARD","",""
"7/12/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","7.00","debit","Coffee Shops","CREDIT CARD","",""
"7/11/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","2.90","debit","Coffee Shops","CREDIT CARD","",""
"7/11/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","19.30","debit","Coffee Shops","CREDIT CARD","",""
"7/09/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","49.63","debit","Restaurants","Blue from American Express","",""
"7/08/2021","GglPay MEDITERRANEANPalo Alto CA","GglPay MEDITERRANEANPalo Alto           CA","13.36","debit","Restaurants","Blue from American Express","",""
"7/08/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.37","debit","Coffee Shops","Blue from American Express","",""
"7/06/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","11.61","debit","Restaurants","Blue from American Express","",""
"7/06/2021","TPUMPS SAN JOSE","SQ *TPUMPS SAN JOSE","8.00","debit","Coffee Shops","CREDIT CARD","",""
"7/04/2021","ROCKETBLOCKS PORTLAND OR","ROCKETBLOCKS        PORTLAND            OR","35.00","debit","Alcohol & Bars","Blue from American Express - Supplementary account","",""
"7/04/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","2.00","debit","Coffee Shops","CREDIT CARD","",""
"7/04/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","13.35","debit","Coffee Shops","CREDIT CARD","",""
"7/03/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"7/02/2021","GglPay MEDITERRANEANPalo Alto CA","GglPay MEDITERRANEANPalo Alto           CA","13.35","debit","Restaurants","Blue from American Express","",""
"7/02/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","56.08","debit","Restaurants","Blue from American Express","",""
"7/02/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","10.50","debit","Coffee Shops","Blue from American Express","",""
"6/28/2021","Mylapore","SP * MYLAPORE EXPRESROSEVILLE           CA","110.00","debit","Restaurants","Blue from American Express - Supplementary account","",""
"6/27/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.50","debit","Coffee Shops","CREDIT CARD","",""
"6/27/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","4.65","debit","Coffee Shops","CREDIT CARD","",""
"6/25/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.80","debit","Coffee Shops","Blue from American Express","",""
"6/25/2021","GglPay RAMEN NAGI Palo Alto CA","GglPay RAMEN NAGI   Palo Alto           CA","42.16","debit","Restaurants","Blue from American Express","",""
"6/24/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","69.87","debit","Restaurants","Blue from American Express","",""
"6/24/2021","GglPay MEDITERRANEANPALO ALTO CA","GglPay MEDITERRANEANPALO ALTO           CA","13.35","debit","Restaurants","Blue from American Express","",""
"6/24/2021","GglPay TST* PARIS BASAN JOSE CA","GglPay TST* PARIS BASAN JOSE            CA","38.00","debit","Restaurants","Blue from American Express","",""
"6/22/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","53.12","debit","Restaurants","Blue from American Express","",""
"6/17/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","180.08","debit","Restaurants","Blue from American Express","",""
"6/16/2021","GglPay COUP DE THAI LOS GATOS CA","GglPay COUP DE THAI LOS GATOS           CA","85.27","debit","Restaurants","Blue from American Express","",""
"6/16/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"6/14/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","40.68","debit","Restaurants","Blue from American Express","",""
"6/14/2021","RISD CONT. ED ONLINE 401-454-6696 RI","RISD CONT. ED ONLINE     401-454-6696 RI","330.00","debit","Restaurants","Signature Cash Back","",""
"6/11/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","88.77","debit","Restaurants","Blue from American Express","",""
"6/11/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","6.50","debit","Coffee Shops","CREDIT CARD","",""
"6/11/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.98","debit","Coffee Shops","CREDIT CARD","",""
"6/10/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","5.00","debit","Coffee Shops","CREDIT CARD","",""
"6/10/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.75","debit","Coffee Shops","CREDIT CARD","",""
"6/08/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","10.56","debit","Coffee Shops","Blue from American Express","",""
"6/06/2021","GglPay DOORDASH*CHAASAN FRANCISCO CA","GglPay DOORDASH*CHAASAN FRANCISCO       CA","85.17","debit","Restaurants","Blue from American Express","",""
"6/06/2021","GglPay LAKSHMI BAZAASAN JOSE CA","GglPay LAKSHMI BAZAASAN JOSE            CA","23.96","debit","Restaurants","Blue from American Express","",""
"6/05/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/05/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","9.78","debit","Restaurants","Blue from American Express","",""
"6/04/2021","IBG SUNNYVALE 000000RICHMOND CA","IBG SUNNYVALE 000000RICHMOND            CA","77.58","debit","Restaurants","Blue from American Express","",""
"5/30/2021","Lugano-Swiss Bistro","LUGANO SWISS BISTRO CARMEL              CA","118.63","debit","Restaurants","Blue from American Express","",""
"5/30/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"5/30/2021","CKE*THE CARMEL COFFEPEBBLE BEACH CA","CKE*THE CARMEL COFFEPEBBLE BEACH        CA","5.00","debit","Restaurants","Blue from American Express","",""
"5/30/2021","Peet's Coffee","GglPay PEET'S COFFEEMORGAN HILL         CA","11.57","debit","Coffee Shops","Blue from American Express","",""
"5/30/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","11.10","debit","Coffee Shops","CREDIT CARD","",""
"5/30/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","1.66","debit","Coffee Shops","CREDIT CARD","",""
"5/28/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","57.01","debit","Restaurants","Blue from American Express","",""
"5/28/2021","Starbucks","GglPay STARBUCKS STOPALO ALTO           CA","8.80","debit","Coffee Shops","Blue from American Express","",""
"5/26/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","91.29","debit","Restaurants","Blue from American Express","",""
"5/25/2021","IBG SUNNYVALE 000000RICHMOND CA","IBG SUNNYVALE 000000RICHMOND            CA","17.00","debit","Restaurants","Blue from American Express - Supplementary account","",""
"5/24/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","6.30","debit","Coffee Shops","CREDIT CARD","",""
"5/24/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEAF","0.95","debit","Coffee Shops","CREDIT CARD","",""
"5/24/2021","RAMEN SEAS","SQ *RAMEN SEAS","33.06","debit","Restaurants","CREDIT CARD","",""
"5/23/2021","MANDALA INDIAN CUISINE","MANDALA INDIAN CUISINE","73.85","debit","Restaurants","CREDIT CARD","",""
"5/21/2021","GglPay TST* ZOMBIERUPALO ALTO CA","GglPay TST* ZOMBIERUPALO ALTO           CA","6.75","debit","Restaurants","Blue from American Express","",""
"5/19/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","112.06","debit","Restaurants","Blue from American Express","",""
"5/19/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","4.37","debit","Restaurants","Blue from American Express","",""
"5/18/2021","SP * DR. SQUATCH","SP * DR. SQUATCH","10.63","debit","Restaurants","CREDIT CARD","",""
"5/16/2021","Peet's Coffee","GglPay PEETS COFFETESARATOGA            CA","6.15","debit","Coffee Shops","Blue from American Express","",""
"5/16/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"5/16/2021","GglPay MINT LEAF CUISARATOGA CA","GglPay MINT LEAF CUISARATOGA            CA","57.32","debit","Restaurants","Blue from American Express","",""
"5/16/2021","TPUMPS SAN JOSE","SQ *TPUMPS SAN JOSE","8.00","debit","Coffee Shops","CREDIT CARD","",""
"5/16/2021","SFO THE PLANT","SFO THE PLANT","11.70","debit","Restaurants","CREDIT CARD","",""
"5/15/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","57.03","debit","Restaurants","Blue from American Express","",""
"5/13/2021","Coupa Cafe","GglPay COUPA CAFE 1 PALO ALTO           CA","11.48","debit","Coffee Shops","Blue from American Express","",""
"5/11/2021","The Mynt","THE MYNT 000000001  SAN JOSE            CA","104.51","debit","Restaurants","Blue from American Express","",""
"5/08/2021","GglPay INDIA CASH & SAN JOSE CA","GglPay INDIA CASH & SAN JOSE            CA","98.75","debit","Restaurants","Blue from American Express","",""
"5/07/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","25.06","debit","Fast Food","Blue from American Express","",""
"5/02/2021","DOORDASH*COUP DE THASAN FRANCISCO CA","DOORDASH*COUP DE THASAN FRANCISCO       CA","110.20","debit","Restaurants","Blue from American Express","",""
"5/02/2021","FILOS GREEK TAVERNA","FILOS GREEK TAVERNA","25.73","debit","Restaurants","CREDIT CARD","",""
"4/30/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","54.19","debit","Restaurants","Blue from American Express","",""
"4/30/2021","Coupa Cafe","GglPay COUPA CAFE RAPALO ALTO           CA","5.84","debit","Coffee Shops","Blue from American Express","",""
"4/29/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","23.25","debit","Restaurants","Blue from American Express","",""
"4/28/2021","Peet's Coffee","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"4/28/2021","GglPay MINT LEAF CUISARATOGA CA","GglPay MINT LEAF CUISARATOGA            CA","80.85","debit","Restaurants","Blue from American Express","",""
"4/27/2021","AMANOUZ CAFE","AMANOUZ CAFE","34.66","debit","Restaurants","CREDIT CARD","",""
"4/23/2021","Slice","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","32.69","debit","Fast Food","Blue from American Express","",""
"4/22/2021","Zareens","TST* ZAREEN'S - PALOPALO ALTO           CA","109.41","debit","Restaurants","Blue from American Express","",""
"4/17/2021","MADRAS CAFE 65000000SUNNYVALE CA","MADRAS CAFE 65000000SUNNYVALE           CA","50.94","debit","Restaurants","Blue from American Express","",""
"4/16/2021","TST* EL JEFE'S - NORTHEAS","TST* EL JEFE'S - NORTHEAS","10.90","debit","Restaurants","CREDIT CARD","",""
"4/16/2021","BOBA ME","BOBA ME","6.11","debit","Restaurants","CREDIT CARD","",""
"4/15/2021","THE MAHARAJA RESTAURA","SQ *THE MAHARAJA RESTAURA","102.51","debit","Restaurants","CREDIT CARD","",""
"4/14/2021","DOORDASH*GINGER BOWLSAN FRANCISCO CA","DOORDASH*GINGER BOWLSAN FRANCISCO       CA","57.71","debit","Restaurants","Blue from American Express","",""
